SLNO,Candidate Ref,Offer Date,DOJ Extended,Duration to accept offer,Notice period,Offered band,Current CTC,Expected CTC,Offered CTC,Negotiated CTC,Final CTC,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Primary Skill,Previous Company Type,Location,Age,Status
3863,2113863,2025-05-23,No,25,90,E1,11.94,11.26,15.64,16.49,16.49,-5.7,30.99,38.9,No,No,Female,Naukri,4.8,SAP,SAP ABAP,Consulting,Hyderabad,28,Joined
3864,2113864,2025-04-02,No,4,90,E1,5.44,5.7,6.45,6.99,6.99,4.78,18.57,13.16,No,Yes,Male,Agency,2.9,INFRA,Windows Server,Consulting,Hyderabad,21,No Show
3865,2113865,2024-05-21,No,17,90,E3,12.03,13.69,16.96,17.94,17.94,13.8,40.98,23.89,No,No,Female,Campus,7.9,Digital,Python,Startup,Kochi,35,Joined
3866,2113866,2024-07-20,No,12,75,E1,12.53,22.2,15.41,,15.41,77.17,22.98,-30.59,No,No,Female,Direct,2.8,Digital,Node.js,Startup,Hyderabad,30,Declined
3867,2113867,2025-01-06,No,9,75,E3,10.84,14.19,14.0,,14.0,30.9,29.15,-1.34,No,No,Female,Naukri,6.2,Data,SQL,Service,Hyderabad,31,Joined
3868,2113868,2024-10-15,No,1,60,E3,18.9,26.04,23.89,25.95,25.95,37.78,26.4,-8.26,No,No,Male,LinkedIn,8.9,Cloud,AWS,Captive,Noida,32,Declined
3869,2113869,2024-03-13,No,7,45,E1,24.27,36.33,30.31,32.08,32.08,49.69,24.89,-16.57,No,No,Male,Naukri,5.6,Cybersecurity,Penetration Testing,Product,Hyderabad,30,Joined
3870,2113870,2024-01-26,Yes,18,90,E3,19.08,31.29,26.33,27.26,27.26,63.99,38.0,-15.85,No,Yes,Male,Agency,6.9,Cloud,AWS,Captive,Hyderabad,30,Joined
3871,2113871,2025-10-22,Yes,3,45,E2,9.47,12.11,12.71,13.47,13.47,27.88,34.21,4.95,No,No,Male,Agency,7.8,INFRA,Linux Admin,Service,Hyderabad,35,Accepted
3872,2113872,2025-11-04,No,7,90,E1,7.21,9.25,10.29,,10.29,28.29,42.72,11.24,Yes,No,Female,Agency,2.5,QA,Selenium,Product,Mumbai,27,Declined
3873,2113873,2024-10-12,No,6,60,E2,7.46,10.12,11.33,12.52,12.52,35.66,51.88,11.96,Yes,Yes,Male,Naukri,7.4,QA,Manual Testing,Consulting,Chennai,30,Declined
3874,2113874,2024-05-31,No,17,60,M1,17.46,20.53,23.78,24.49,24.49,17.58,36.2,15.83,No,No,Male,Naukri,7.9,INFRA,Windows Server,Service,Chennai,32,Joined
3875,2113875,2025-10-27,No,8,75,M1,47.76,50.19,83.73,90.09,90.09,5.09,75.31,66.83,No,Yes,Female,LinkedIn,13.2,SAP,SAP Basis,Captive,Mumbai,40,Accepted
3876,2113876,2024-11-01,No,19,45,E3,13.49,16.29,18.68,,18.68,20.76,38.47,14.67,Yes,No,Male,Employee Referral,6.4,ERS,IoT,Service,Hyderabad,31,Joined
3877,2113877,2024-07-06,No,9,75,M1,38.63,57.47,48.96,,48.96,48.77,26.74,-14.81,Yes,Yes,Male,Campus,8.0,SAP,SAP Basis,Startup,Mumbai,30,Declined
3878,2113878,2025-07-02,No,7,60,E2,12.55,21.75,14.0,,14.0,73.31,11.55,-35.63,Yes,No,Female,Employee Referral,4.9,Digital,Node.js,Consulting,Pune,32,Declined
3879,2113879,2024-11-10,No,13,30,E2,10.77,12.81,13.69,14.43,14.43,18.94,27.11,6.87,No,Yes,Male,Campus,6.2,Data,Data Engineering,Service,Kochi,30,Joined
3880,2113880,2025-05-15,Yes,9,45,E2,24.87,36.22,32.43,,32.43,45.64,30.4,-10.46,No,Yes,Male,Employee Referral,9.2,Digital,Java Spring,Service,Mumbai,35,Joined
3881,2113881,2025-02-03,No,7,75,E1,6.94,9.86,11.44,,11.44,42.07,64.84,16.02,Yes,Yes,Male,Employee Referral,1.2,Digital,Python,Startup,Hyderabad,26,Declined
3882,2113882,2025-10-10,Yes,15,75,E3,11.17,14.58,11.73,,11.73,30.53,5.01,-19.55,No,Yes,Male,LinkedIn,7.9,Cloud,Azure,Service,Noida,31,Accepted
3883,2113883,2024-08-17,No,8,60,E3,17.31,22.82,24.92,26.42,26.42,31.83,43.96,9.2,No,No,Male,Employee Referral,8.5,QA,API Testing,Product,Bangalore,34,Joined
3884,2113884,2025-08-10,No,3,90,E1,9.99,13.59,10.74,,10.74,36.04,7.51,-20.97,No,No,Female,Direct,5.6,SAP,SAP Basis,Captive,Bangalore,30,Declined
3885,2113885,2024-09-23,No,4,60,E2,11.93,13.59,16.32,16.99,16.99,13.91,36.8,20.09,Yes,Yes,Male,Direct,3.1,Cloud,Azure,Consulting,Pune,27,Declined
3886,2113886,2024-06-16,No,15,90,E2,6.96,11.28,10.41,11.52,11.52,62.07,49.57,-7.71,Yes,No,Male,Direct,4.2,QA,Manual Testing,Service,Noida,25,No Show
3887,2113887,2025-10-29,Yes,3,60,E2,15.48,22.62,21.07,22.64,22.64,46.12,36.11,-6.85,No,No,Male,Campus,7.6,SAP,SAP FICO,Service,Kochi,30,Joined
3888,2113888,2025-09-27,No,4,90,E2,9.7,13.63,9.99,,9.99,40.52,2.99,-26.71,No,No,Male,LinkedIn,7.9,INFRA,Linux Admin,Service,Chennai,32,Declined
3889,2113889,2025-06-19,Yes,16,60,E2,14.81,15.82,25.33,,25.33,6.82,71.03,60.11,No,No,Male,Naukri,5.4,SAP,SAP MM,Product,Noida,30,Joined
3890,2113890,2025-11-27,No,19,90,E2,7.5,10.02,11.67,,11.67,33.6,55.6,16.47,No,No,Male,Naukri,6.0,QA,Manual Testing,Service,Bangalore,28,Joined
3891,2113891,2025-05-22,No,5,60,E2,15.39,23.02,24.13,,24.13,49.58,56.79,4.82,No,No,Male,Naukri,5.5,Digital,React,Service,Bangalore,29,Joined
3892,2113892,2025-06-07,No,4,60,E2,16.54,26.29,16.87,,16.87,58.95,2.0,-35.83,No,Yes,Male,Naukri,5.6,Data,ML,Startup,Mumbai,31,No Show
3893,2113893,2025-09-11,No,14,90,M1,23.49,29.36,36.46,,36.46,24.99,55.21,24.18,No,No,Male,LinkedIn,10.6,Data,Power BI,Product,Chennai,37,Joined
3894,2113894,2025-01-09,No,15,60,E2,10.14,10.39,13.55,15.04,15.04,2.47,33.63,30.41,No,No,Male,Employee Referral,4.8,QA,Performance Testing,Service,Bangalore,31,Joined
3895,2113895,2025-08-02,No,23,90,E2,18.6,24.0,21.37,,21.37,29.03,14.89,-10.96,No,No,Male,Employee Referral,9.1,Data,Power BI,Service,Bangalore,34,Joined
3896,2113896,2025-07-21,No,19,75,E2,12.52,15.97,17.07,18.98,18.98,27.56,36.34,6.89,Yes,No,Male,LinkedIn,5.3,Cybersecurity,Penetration Testing,Service,Chennai,31,Joined
3897,2113897,2024-02-14,No,2,90,M1,22.22,28.43,24.09,26.01,26.01,27.95,8.42,-15.27,No,No,Male,Agency,10.3,Data,Data Engineering,Service,Kochi,31,Declined
3898,2113898,2024-12-22,Yes,12,45,E2,11.69,15.31,15.65,,15.65,30.97,33.88,2.22,No,No,Female,Agency,5.9,SAP,SAP FICO,Captive,Pune,30,Declined
3899,2113899,2024-06-17,No,19,45,E3,16.37,19.84,24.36,25.81,25.81,21.2,48.81,22.78,No,Yes,Female,Campus,6.3,QA,Performance Testing,Captive,Hyderabad,30,Joined
3900,2113900,2024-02-21,No,3,30,E3,21.45,26.61,23.52,,23.52,24.06,9.65,-11.61,No,No,Male,LinkedIn,8.1,Digital,Node.js,Service,Chennai,33,No Show
3901,2113901,2024-02-07,Yes,5,90,E3,15.49,21.48,20.89,,20.89,38.67,34.86,-2.75,No,Yes,Male,LinkedIn,7.7,Digital,React,Service,Bangalore,31,Declined
3902,2113902,2024-03-26,No,11,90,M1,23.6,40.12,28.2,31.31,31.31,70.0,19.49,-29.71,No,No,Male,Naukri,11.9,QA,Selenium,Product,Hyderabad,35,Joined
3903,2113903,2025-07-13,No,1,45,E3,18.96,28.76,26.38,28.8,28.8,51.69,39.14,-8.28,No,Yes,Female,Naukri,6.9,SAP,SAP ABAP,Service,Bangalore,28,Declined
3904,2113904,2024-10-28,No,8,75,M1,37.43,49.88,63.43,65.33,65.33,33.26,69.46,27.17,No,Yes,Male,Employee Referral,12.8,Digital,Node.js,Consulting,Bangalore,37,Accepted
3905,2113905,2025-04-19,No,10,45,M2,31.81,44.33,44.65,46.75,46.75,39.36,40.36,0.72,Yes,Yes,Female,LinkedIn,10.1,INFRA,VMware,Service,Chennai,36,Joined
3906,2113906,2025-03-17,No,17,60,E2,11.08,15.47,18.57,,18.57,39.62,67.6,20.04,No,No,Male,Naukri,6.4,Data,ML,Product,Mumbai,30,Accepted
3907,2113907,2024-03-19,Yes,7,60,E2,7.91,12.51,12.78,,12.78,58.15,61.57,2.16,No,No,Male,Agency,3.4,Cybersecurity,IAM,Service,Kochi,29,Joined
3908,2113908,2025-01-26,Yes,11,90,E2,13.63,15.18,18.34,,18.34,11.37,34.56,20.82,No,Yes,Male,Direct,5.7,Data,ML,Product,Noida,29,Joined
3909,2113909,2024-01-21,No,2,90,E3,10.6,16.08,15.11,,15.11,51.7,42.55,-6.03,No,No,Female,Agency,8.0,ERS,Autosar,Service,Kochi,31,Declined
3910,2113910,2024-03-15,No,12,45,E2,10.43,14.36,14.32,,14.32,37.68,37.3,-0.28,No,No,Female,Employee Referral,4.5,SAP,SAP MM,Consulting,Chennai,31,No Show
3911,2113911,2025-01-07,No,9,90,E3,20.45,29.69,28.09,30.29,30.29,45.18,37.36,-5.39,No,No,Male,Naukri,8.9,Digital,Node.js,Consulting,Noida,31,No Show
3912,2113912,2024-10-05,Yes,7,75,M1,19.88,27.23,30.52,33.61,33.61,36.97,53.52,12.08,No,No,Male,Agency,9.9,QA,Performance Testing,Service,Mumbai,32,Declined
3913,2113913,2025-04-14,No,10,30,M2,52.37,79.38,68.54,,68.54,51.58,30.88,-13.66,No,No,Male,Agency,13.0,Cloud,Kubernetes,Service,Pune,40,Declined
3914,2113914,2024-05-10,No,18,90,E1,6.48,8.39,9.16,9.68,9.68,29.48,41.36,9.18,No,No,Male,Employee Referral,2.3,INFRA,Linux Admin,Startup,Pune,27,Accepted
3915,2113915,2024-12-28,No,7,30,E3,11.97,18.94,14.94,15.73,15.73,58.23,24.81,-21.12,No,No,Male,LinkedIn,6.8,SAP,SAP FICO,Service,Bangalore,32,Declined
3916,2113916,2024-08-22,No,3,45,E3,19.15,31.84,24.83,,24.83,66.27,29.66,-22.02,No,No,Male,Employee Referral,7.5,Data,Data Engineering,Service,Mumbai,32,Declined
3917,2113917,2024-03-10,No,1,90,E3,15.87,22.46,17.67,19.3,19.3,41.52,11.34,-21.33,Yes,Yes,Female,Employee Referral,9.2,INFRA,Linux Admin,Captive,Pune,34,No Show
3918,2113918,2024-09-22,No,9,30,E2,18.82,24.14,33.09,,33.09,28.27,75.82,37.08,No,No,Male,Agency,4.5,Digital,Java Spring,Product,Hyderabad,30,Joined
3919,2113919,2024-07-26,No,6,45,E1,4.45,6.14,5.4,5.88,5.88,37.98,21.35,-12.05,No,Yes,Male,LinkedIn,0.8,ERS,VLSI,Captive,Hyderabad,27,Declined
3920,2113920,2025-11-03,No,10,75,E3,16.5,24.86,24.57,25.55,25.55,50.67,48.91,-1.17,No,No,Male,Naukri,13.7,ERS,VLSI,Service,Mumbai,39,Declined
3921,2113921,2024-01-27,No,10,45,E3,15.88,25.62,22.69,,22.69,61.34,42.88,-11.44,No,Yes,Male,Naukri,10.4,ERS,Autosar,Service,Pune,34,No Show
3922,2113922,2024-12-24,No,13,30,E3,10.49,17.14,13.0,,13.0,63.39,23.93,-24.15,Yes,No,Female,Agency,6.5,INFRA,Windows Server,Service,Kochi,28,Joined
3923,2113923,2024-08-21,No,13,45,E3,24.13,35.77,31.94,,31.94,48.24,32.37,-10.71,Yes,No,Other,Employee Referral,6.9,Cybersecurity,Penetration Testing,Service,Noida,29,Joined
3924,2113924,2024-11-14,Yes,14,30,E3,30.45,45.79,32.13,32.93,32.93,50.38,5.52,-29.83,No,No,Male,Employee Referral,8.9,SAP,SAP MM,Service,Pune,34,Joined
3925,2113925,2025-10-29,No,8,75,E2,18.46,23.62,25.85,26.46,26.46,27.95,40.03,9.44,No,No,Female,LinkedIn,5.2,Cloud,Kubernetes,Service,Mumbai,29,Joined
3926,2113926,2025-01-03,No,13,60,E1,8.35,9.68,9.19,9.81,9.81,15.93,10.06,-5.06,No,Yes,Female,Agency,5.6,QA,Manual Testing,Service,Mumbai,30,Declined
3927,2113927,2025-06-13,No,1,60,M1,24.37,31.17,34.43,35.48,35.48,27.9,41.28,10.46,Yes,No,Female,Employee Referral,6.0,Data,Power BI,Captive,Hyderabad,32,Declined
3928,2113928,2024-01-21,No,7,45,E2,13.57,20.82,20.33,,20.33,53.43,49.82,-2.35,No,Yes,Female,Employee Referral,5.5,SAP,SAP MM,Service,Hyderabad,30,No Show
3929,2113929,2024-04-28,No,3,75,E2,8.36,12.87,12.54,12.98,12.98,53.95,50.0,-2.56,No,No,Female,Employee Referral,4.2,Digital,Python,Service,Kochi,29,Joined
3930,2113930,2024-12-15,No,4,45,E1,4.84,6.78,5.38,,5.38,40.08,11.16,-20.65,No,No,Male,Naukri,1.9,INFRA,VMware,Service,Mumbai,25,No Show
3931,2113931,2025-04-02,No,17,30,E1,8.83,10.85,9.65,10.11,10.11,22.88,9.29,-11.06,No,No,Male,Naukri,4.3,SAP,SAP Basis,Service,Bangalore,28,No Show
3932,2113932,2024-12-07,No,3,60,E2,18.52,18.64,28.29,29.02,29.02,0.65,52.75,51.77,Yes,No,Male,LinkedIn,8.2,Data,SQL,Startup,Bangalore,37,Joined
3933,2113933,2025-05-27,Yes,15,45,E2,18.43,23.1,27.94,,27.94,25.34,51.6,20.95,No,Yes,Female,Naukri,5.9,ERS,Embedded C,Product,Hyderabad,29,Declined
3934,2113934,2025-05-17,No,7,90,E3,11.93,15.07,14.22,,14.22,26.32,19.2,-5.64,No,Yes,Male,Direct,5.8,Data,Power BI,Service,Chennai,31,Declined
3935,2113935,2024-04-16,No,4,30,E3,18.08,21.74,22.85,,22.85,20.24,26.38,5.11,No,No,Female,LinkedIn,4.7,SAP,SAP FICO,Service,Hyderabad,28,Declined
3936,2113936,2024-09-20,No,7,90,E2,10.15,13.14,12.78,,12.78,29.46,25.91,-2.74,Yes,No,Male,Agency,3.9,ERS,Autosar,Captive,Hyderabad,28,Declined
3937,2113937,2025-11-09,No,15,45,M1,18.7,22.91,19.45,,19.45,22.51,4.01,-15.1,No,No,Female,Employee Referral,12.6,QA,API Testing,Service,Noida,37,Joined
3938,2113938,2025-03-25,No,20,90,E2,20.38,22.9,31.04,32.98,32.98,12.37,52.31,35.55,No,No,Male,Direct,7.2,Cloud,Kubernetes,Product,Hyderabad,32,Joined
3939,2113939,2024-03-16,No,6,60,E2,11.79,18.9,17.94,18.98,18.98,60.31,52.16,-5.08,No,No,Male,LinkedIn,4.8,SAP,SAP MM,Product,Kochi,28,Declined
3940,2113940,2025-07-16,No,17,75,E2,12.18,17.16,17.14,18.82,18.82,40.89,40.72,-0.12,No,Yes,Female,Agency,2.7,Cloud,AWS,Product,Hyderabad,27,Accepted
3941,2113941,2025-11-26,No,4,90,M1,27.69,37.16,37.99,,37.99,34.2,37.2,2.23,No,No,Male,LinkedIn,11.5,Cloud,Kubernetes,Captive,Chennai,35,Declined
3942,2113942,2024-01-20,No,6,45,E1,9.07,13.47,12.57,,12.57,48.51,38.59,-6.68,No,No,Male,Agency,2.5,Data,SQL,Service,Noida,28,Declined
3943,2113943,2024-12-29,Yes,11,45,E2,8.09,12.45,10.97,11.89,11.89,53.89,35.6,-11.89,No,Yes,Male,Agency,3.4,INFRA,Linux Admin,Consulting,Noida,30,Joined
3944,2113944,2024-10-06,No,15,60,E3,17.96,24.61,25.3,26.73,26.73,37.03,40.87,2.8,No,No,Male,Naukri,9.4,ERS,VLSI,Startup,Kochi,33,Joined
3945,2113945,2024-05-25,No,16,75,E3,18.71,26.96,26.45,27.24,27.24,44.09,41.37,-1.89,No,No,Male,Employee Referral,7.1,SAP,SAP MM,Service,Noida,32,Declined
3946,2113946,2024-03-13,No,1,60,E3,20.29,27.43,22.69,24.82,24.82,35.19,11.83,-17.28,No,No,Male,Agency,11.2,INFRA,Network,Product,Bangalore,34,No Show
3947,2113947,2025-04-25,No,8,90,E2,11.17,17.42,12.7,,12.7,55.95,13.7,-27.1,No,Yes,Other,Agency,5.6,QA,Selenium,Consulting,Mumbai,28,Declined
3948,2113948,2025-02-20,No,5,30,E2,13.37,17.62,18.04,,18.04,31.79,34.93,2.38,Yes,Yes,Female,Agency,4.1,Cloud,Kubernetes,Service,Bangalore,27,Declined
3949,2113949,2025-12-22,No,11,45,E1,10.91,16.55,14.11,14.62,14.62,51.7,29.33,-14.74,No,Yes,Female,Employee Referral,5.3,Digital,Python,Service,Hyderabad,31,Declined
3950,2113950,2025-06-20,No,1,90,M1,15.89,24.7,20.74,22.18,22.18,55.44,30.52,-16.03,Yes,No,Male,Agency,7.5,INFRA,VMware,Consulting,Mumbai,29,Declined
3951,2113951,2025-05-29,No,9,30,E3,14.46,18.85,19.19,19.71,19.71,30.36,32.71,1.8,No,No,Female,Employee Referral,6.3,Data,Power BI,Service,Noida,34,Joined
3952,2113952,2024-08-02,No,4,75,E2,14.98,24.16,21.73,22.84,22.84,61.28,45.06,-10.06,No,Yes,Female,Naukri,4.3,Cybersecurity,GRC,Product,Pune,29,Declined
3953,2113953,2025-06-23,No,9,75,E2,12.16,16.3,16.36,,16.36,34.05,34.54,0.37,Yes,Yes,Female,Direct,6.9,INFRA,Windows Server,Service,Pune,34,Joined
3954,2113954,2024-01-25,No,6,30,E1,8.48,11.03,13.41,,13.41,30.07,58.14,21.58,No,No,Male,Campus,5.1,Digital,Node.js,Service,Kochi,29,Accepted
3955,2113955,2025-03-07,No,13,30,E1,7.14,9.43,11.4,,11.4,32.07,59.66,20.89,No,Yes,Male,Naukri,5.0,Data,SQL,Service,Kochi,33,Accepted
3956,2113956,2025-03-26,No,17,45,E2,14.24,22.13,18.36,,18.36,55.41,28.93,-17.04,No,No,Male,Direct,5.0,Cloud,DevOps,Service,Hyderabad,31,Joined
3957,2113957,2025-02-10,Yes,18,75,E2,12.72,16.22,13.99,,13.99,27.52,9.98,-13.75,No,No,Male,Campus,4.5,Cloud,DevOps,Service,Mumbai,28,Joined
3958,2113958,2025-03-27,No,5,90,E3,17.86,18.84,19.93,,19.93,5.49,11.59,5.79,No,No,Female,Employee Referral,9.3,SAP,SAP MM,Service,Kochi,34,Declined
3959,2113959,2024-11-15,No,1,30,E2,9.42,12.54,12.79,,12.79,33.12,35.77,1.99,No,Yes,Male,Agency,3.7,ERS,Embedded C,Consulting,Kochi,30,Declined
3960,2113960,2025-03-21,No,13,75,E3,28.86,36.92,42.54,,42.54,27.93,47.4,15.22,No,Yes,Male,Agency,10.7,Data,ML,Service,Bangalore,36,Accepted
3961,2113961,2024-06-18,No,5,45,E1,8.78,10.37,14.16,,14.16,18.11,61.28,36.55,No,Yes,Male,Direct,0.8,Cybersecurity,GRC,Service,Hyderabad,25,Joined
3962,2113962,2025-08-16,No,8,90,E2,8.5,9.17,12.97,,12.97,7.88,52.59,41.44,Yes,No,Male,LinkedIn,5.5,Cybersecurity,Penetration Testing,Service,Noida,33,Joined
3963,2113963,2024-09-05,No,25,90,E2,22.06,37.48,31.39,33.5,33.5,69.9,42.29,-16.25,Yes,Yes,Male,LinkedIn,8.7,Data,SQL,Product,Hyderabad,31,Joined
3964,2113964,2025-03-08,Yes,16,30,E2,14.41,20.74,24.52,,24.52,43.93,70.16,18.23,No,No,Male,Naukri,9.2,SAP,SAP FICO,Service,Noida,33,Joined
3965,2113965,2024-08-28,Yes,2,60,E3,29.73,34.95,37.57,40.75,40.75,17.56,26.37,7.5,No,No,Female,Employee Referral,7.7,SAP,SAP FICO,Product,Chennai,32,Declined
3966,2113966,2024-08-04,No,6,90,E2,14.9,17.47,15.2,,15.2,17.25,2.01,-12.99,No,No,Female,Naukri,6.1,Cybersecurity,IAM,Service,Bangalore,29,Declined
3967,2113967,2024-02-20,No,5,45,E3,10.7,16.65,12.64,,12.64,55.61,18.13,-24.08,No,No,Male,Agency,7.0,INFRA,Network,Service,Chennai,33,Declined
3968,2113968,2025-03-15,Yes,16,45,E3,18.61,25.35,22.15,23.88,23.88,36.22,19.02,-12.62,No,No,Male,Employee Referral,8.5,ERS,VLSI,Startup,Mumbai,31,Joined
3969,2113969,2025-10-24,No,8,75,E1,8.42,9.13,9.11,,9.11,8.43,8.19,-0.22,No,No,Female,Campus,2.0,SAP,SAP Basis,Captive,Chennai,30,No Show
3970,2113970,2024-10-26,No,10,30,M1,23.88,28.13,37.11,,37.11,17.8,55.4,31.92,No,No,Female,Direct,7.4,Cybersecurity,IAM,Startup,Chennai,31,Joined
3971,2113971,2024-12-06,No,17,45,E2,11.2,14.49,15.96,16.68,16.68,29.38,42.5,10.14,No,Yes,Male,LinkedIn,9.4,INFRA,Windows Server,Captive,Kochi,32,Joined
3972,2113972,2024-08-15,No,16,60,M1,20.73,25.4,25.47,26.02,26.02,22.53,22.87,0.28,No,No,Female,Agency,11.6,ERS,VLSI,Startup,Kochi,36,Accepted
3973,2113973,2025-01-06,No,10,90,E1,10.85,15.81,16.6,16.94,16.94,45.71,53.0,5.0,No,Yes,Male,Agency,2.2,Cybersecurity,GRC,Captive,Hyderabad,25,Declined
3974,2113974,2025-07-14,No,7,75,E2,9.96,15.21,11.84,,11.84,52.71,18.88,-22.16,No,No,Male,Employee Referral,2.4,Cybersecurity,GRC,Service,Chennai,26,Declined
3975,2113975,2025-10-08,Yes,9,30,E2,6.99,9.02,10.33,11.22,11.22,29.04,47.78,14.52,No,No,Male,Employee Referral,3.5,ERS,VLSI,Captive,Kochi,27,Joined
3976,2113976,2024-08-05,No,5,90,E3,12.3,16.63,14.22,,14.22,35.2,15.61,-14.49,No,Yes,Male,Naukri,6.9,INFRA,Windows Server,Product,Bangalore,33,Declined
3977,2113977,2024-01-23,No,13,60,E1,8.87,13.73,9.76,,9.76,54.79,10.03,-28.91,No,No,Male,LinkedIn,1.3,Cloud,Kubernetes,Consulting,Noida,32,Declined
3978,2113978,2024-12-15,No,1,30,E2,6.91,8.57,8.95,,8.95,24.02,29.52,4.43,No,No,Female,Agency,3.0,Digital,Java Spring,Consulting,Noida,26,Joined
3979,2113979,2024-06-15,No,17,45,M1,26.59,33.16,37.3,,37.3,24.71,40.28,12.48,No,Yes,Male,Agency,10.8,QA,API Testing,Product,Chennai,38,Joined
3980,2113980,2025-03-16,No,16,90,E2,16.42,22.91,20.73,,20.73,39.52,26.25,-9.52,No,No,Female,Naukri,4.9,SAP,SAP Basis,Captive,Mumbai,31,Declined
3981,2113981,2025-06-13,No,8,90,M1,18.03,20.46,25.12,,25.12,13.48,39.32,22.78,No,No,Male,Naukri,6.7,Data,Data Engineering,Captive,Kochi,30,Joined
3982,2113982,2025-01-25,No,14,90,E2,19.68,26.24,27.82,,27.82,33.33,41.36,6.02,Yes,Yes,Female,LinkedIn,5.4,Cloud,Kubernetes,Product,Pune,33,Joined
3983,2113983,2025-06-01,Yes,14,75,E3,18.0,23.78,27.39,29.76,29.76,32.11,52.17,15.18,No,No,Male,LinkedIn,6.6,Cybersecurity,SOC,Service,Kochi,32,Joined
3984,2113984,2025-06-12,Yes,19,75,E2,21.0,34.32,30.4,,30.4,63.43,44.76,-11.42,No,No,Male,Agency,7.5,Cybersecurity,Penetration Testing,Product,Chennai,33,Joined
3985,2113985,2025-04-02,No,19,90,E3,27.5,35.87,39.52,,39.52,30.44,43.71,10.18,No,No,Male,Employee Referral,10.6,Cybersecurity,Penetration Testing,Service,Noida,38,Accepted
3986,2113986,2024-07-03,No,8,60,E3,17.21,27.51,19.63,,19.63,59.85,14.06,-28.64,No,No,Male,Employee Referral,8.3,Digital,React,Service,Hyderabad,33,Joined
3987,2113987,2024-03-24,No,17,30,E1,5.03,6.64,5.7,,5.7,32.01,13.32,-14.16,No,No,Male,Agency,0.8,QA,Selenium,Product,Kochi,28,Joined
3988,2113988,2025-09-25,No,16,90,E3,25.01,26.73,30.53,,30.53,6.88,22.07,14.22,No,No,Male,Naukri,9.9,INFRA,Linux Admin,Product,Bangalore,34,Joined
3989,2113989,2025-04-18,No,2,60,M1,23.57,21.32,24.04,,24.04,-9.55,1.99,12.76,Yes,No,Male,Direct,11.5,ERS,IoT,Service,Chennai,37,Declined
3990,2113990,2024-07-27,No,1,45,E2,10.36,15.21,13.75,,13.75,46.81,32.72,-9.6,No,No,Female,Agency,3.8,ERS,Autosar,Startup,Mumbai,29,Declined
3991,2113991,2025-01-22,No,10,60,E3,22.42,30.77,26.83,29.55,29.55,37.24,19.67,-12.8,No,Yes,Female,Employee Referral,7.0,SAP,SAP Basis,Captive,Bangalore,30,Joined
3992,2113992,2024-01-06,No,16,90,M1,40.61,62.51,61.78,,61.78,53.93,52.13,-1.17,No,Yes,Male,Campus,10.1,Cybersecurity,Penetration Testing,Product,Pune,34,Accepted
3993,2113993,2025-08-03,No,11,30,E2,18.89,29.47,24.52,,24.52,56.01,29.8,-16.8,No,Yes,Male,Naukri,7.2,Cybersecurity,Penetration Testing,Captive,Mumbai,29,Declined
3994,2113994,2025-01-31,No,2,90,E2,9.44,14.06,9.63,10.27,10.27,48.94,2.01,-31.51,No,No,Male,Naukri,3.2,ERS,VLSI,Consulting,Hyderabad,27,Declined
3995,2113995,2025-12-27,No,6,60,M1,34.48,49.8,44.82,47.21,47.21,44.43,29.99,-10.0,No,Yes,Male,Naukri,8.0,SAP,SAP FICO,Captive,Mumbai,35,Declined
3996,2113996,2025-04-26,No,9,75,E2,7.31,11.23,9.47,10.58,10.58,53.63,29.55,-15.67,No,No,Male,Agency,9.1,QA,Performance Testing,Captive,Hyderabad,35,Declined
3997,2113997,2024-01-06,No,24,75,E2,12.6,17.15,20.72,,20.72,36.11,64.44,20.82,No,No,Male,Naukri,5.3,Data,Data Engineering,Product,Hyderabad,28,Joined
3998,2113998,2024-05-19,No,9,30,E2,10.43,15.6,12.66,13.36,13.36,49.57,21.38,-18.85,No,No,Male,Naukri,4.5,ERS,Autosar,Startup,Bangalore,32,Joined
3999,2113999,2025-10-02,No,16,75,E3,13.97,20.69,20.73,22.96,22.96,48.1,48.39,0.19,No,Yes,Male,LinkedIn,7.0,SAP,SAP Basis,Service,Hyderabad,31,Accepted
4000,2114000,2024-01-05,No,17,75,E1,9.04,10.73,12.15,,12.15,18.69,34.4,13.23,Yes,No,Male,Direct,2.4,INFRA,Windows Server,Product,Mumbai,27,Joined
4001,2114001,2024-04-06,No,8,90,M1,20.16,33.02,24.53,,24.53,63.79,21.68,-25.71,No,Yes,Male,Naukri,6.3,INFRA,VMware,Startup,Noida,33,Declined
4002,2114002,2024-10-01,No,16,60,E3,17.7,25.05,20.04,22.14,22.14,41.53,13.22,-20.0,No,No,Female,LinkedIn,8.1,ERS,Autosar,Startup,Kochi,35,Joined
4003,2114003,2025-01-21,No,9,90,E2,9.33,12.05,9.79,,9.79,29.15,4.93,-18.76,No,No,Female,Naukri,1.9,INFRA,Network,Startup,Bangalore,26,No Show
4004,2114004,2025-12-10,No,11,60,E2,28.75,41.85,34.98,36.92,36.92,45.57,21.67,-16.42,No,No,Male,Naukri,7.6,Cybersecurity,SOC,Product,Mumbai,29,Joined
